id,target
250,0.7598093072196171
251,0.6175519246532626
252,0.6117350831408668
253,0.7850283712813256
254,0.5449491849910447
255,0.4802699477319765
256,0.5231351200117097
257,0.37808875985357027
258,0.7496820506655403
259,0.3974911036145793
260,0.6442165892776701
261,0.5022791374591036
262,0.48401460674825564
263,0.7793375188783545
264,0.4353791952482101
265,0.7602456898679879
266,0.4969749942366526
267,0.8141690519451047
268,0.530177944342389
269,0.42715745783841474
270,0.6064092630216794
271,0.7711751567661822
272,0.5899308057719922
273,0.49470870861858157
274,0.4525391518224391
275,0.7038177519051848
276,0.18363700972991281
277,0.8719660871738459
278,0.7744469472747543
279,0.6739747252421063
280,0.5209642268854645
281,0.5441584474985062
282,0.5709932077704665
283,0.35369680332102055
284,0.7457396643201497
285,0.396403380318163
286,0.630233874348633
287,0.5960234853426718
288,0.78882711874043
289,0.9670492951630841
290,0.6650070427210426
291,0.45442612599248877
292,0.6704517606433373
293,0.7058755719089029
294,0.5637083625550376
295,0.7378289604987884
296,0.6853164827636278
297,0.6884079348987088
298,0.7103779717737397
299,0.4300754011992839
300,0.555651757256757
301,0.6190849988709636
302,0.8168644002282582
303,0.8042081446789171
304,0.588878150483696
305,0.7221880598172391
306,1.0113831366087354
307,0.7498369336501072
308,0.9211703431707355
309,0.3809466182859626
310,0.7804701083946547
311,0.8317260208095153
312,0.8710189088227047
313,0.734519919352535
314,0.2859166888173233
315,0.41246402023637474
316,0.7833780655801619
317,0.7457980150416887
318,0.27302083068616323
319,0.8801719260095622
320,0.6634464615049005
321,0.5392234941949791
322,0.5256613270087254
323,0.8606830711627769
324,0.7587029822493621
325,0.6330001692928542
326,0.40830165832205256
327,0.4957358874041111
328,0.5394165786721734
329,0.6425723877713525
330,0.2719365645073977
331,0.558179415475645
332,0.48422629984660315
333,0.18873630836718752
334,0.9253226169856219
335,0.7156125817043502
336,0.5431712552583002
337,0.58568365883225
338,0.6467650233537805
339,0.3378179306173919
340,0.8297305877277207
341,0.38246827976863
342,0.6274778553166516
343,0.8022362818656616
344,0.8614046644343458
345,0.5650662219516893
346,0.6636363144820037
347,0.5702340838009696
348,0.8365658496757634
349,0.7072848049881966
350,0.7767527795244509
351,0.6551161114528653
352,0.552345677893501
353,0.5749217135251581
354,0.7000315201452005
355,0.7591903833574826
356,0.2566803490073546
357,0.4918493958120326
358,0.61975422574786
359,0.6401780905130131
360,0.8677245373290376
361,0.6318182083290831
362,0.40088109238964886
363,0.7849514194063186
364,0.6239034535555754
365,0.1958743151057991
366,0.6448322823922917
367,0.5662400303094225
368,0.3127539886533429
369,0.8449407207828777
370,0.5897895519292028
371,0.7683233523265479
372,0.36038432121481917
373,0.6052994367809876
374,0.8248949007904349
375,0.8369238869749414
376,0.3794365168828721
377,0.5337756258743552
378,0.7165677979466125
379,0.3794622274620335
380,0.6435481500172177
381,0.9510415853450702
382,0.7513689330713322
383,0.9006139649275366
384,0.6251301299431066
385,0.6442745048622546
386,0.9080091747742657
387,0.6405639645681809
388,0.17751923090594995
389,0.3990651397484522
390,0.8303929400001718
391,0.4467374351220879
392,0.6650144373149834
393,0.5472869098347763
394,0.7619174715696967
395,0.7412628697588179
396,0.3354166957410941
397,0.508136321331785
398,0.6923378714579417
399,0.7086856234643099
400,0.6474199430263018
401,0.66301801250633
402,0.32246380741013986
403,0.546804359112487
404,0.5003809609397466
405,0.7758093308223437
406,0.5527785144327843
407,0.34732537543477193
408,0.5371781944414346
409,0.7108597689574786
410,0.9465692467272678
411,0.7165795389976162
412,0.5657472671317132
413,0.8086702130585733
414,0.895404299062005
415,0.8101202775410564
416,0.5565805352895683
417,0.6701639842199276
418,0.4578347115349687
419,0.8186873139938396
420,0.7513277725123991
421,0.517249944986307
422,0.5677146042247271
423,1.109709478592481
424,0.5776556388866186
425,0.42194556676110345
426,0.47103626186032105
427,0.6426366745679699
428,0.8357118074420793
429,0.3317248525803001
430,0.6092874314448147
431,0.6147039524294522
432,0.6684159018123103
433,0.8015116181019724
434,0.8568232658485335
435,0.21195550015308667
436,0.4694069001118002
437,0.43891442630182953
438,0.8219888080063689
439,0.7077201851401962
440,0.47786116424889424
441,0.3800899115396028
442,0.6529535227790902
443,0.46113295536222276
444,0.6294989879563775
445,0.327072596738665
446,0.8208819304344304
447,0.38322551181808695
448,0.5059503024213654
449,0.6634138531049221
450,0.017273317760289397
451,0.7114312344981841
452,0.5482963794557769
453,0.4104771371323317
454,0.6644234991659478
455,0.6619097636146893
456,0.594416845071321
457,0.5009720942666063
458,0.5983489617136293
459,0.7753561225282221
460,0.7780627849184565
461,0.8126428279642557
462,0.555463508465938
463,0.2596674552366136
464,0.7626412796970371
465,0.807770656962834
466,0.8191752988964897
467,0.7286127244421026
468,0.8513854628339684
469,0.4640662025845458
470,0.5007951694285094
471,0.49835612519208766
472,0.6446087735823599
473,0.6249960995350924
474,0.9443417399387841
475,0.5562608417436398
476,0.7839953322984706
477,0.9624672382576136
478,1.0522490467179586
479,0.7587178518300822
480,0.5612217377883122
481,0.5094632531697676
482,0.9128307480924367
483,0.3960607229680939
484,0.6313822114897294
485,0.47594390173204937
486,0.6759581173432304
487,0.660454756914074
488,0.6958707597351227
489,0.9352988118792194
490,0.5178088814466978
491,0.44357539388699674
492,0.3753986315273544
493,0.902810621430679
494,0.7442513931961359
495,0.40584912879787827
496,0.5926095090729908
497,0.41569258987844576
498,0.44610244728011417
499,0.6615079774363799
500,1.0127380625139124
501,0.7403954602566427
502,0.725503082382047
503,0.770234299797508
504,0.7836658865382486
505,0.9046506080067775
506,0.5214478012166409
507,0.3168348862193475
508,0.6423235593757287
509,0.7751534826456556
510,0.6649927013610055
511,0.7665348451822297
512,0.5569640952023865
513,0.6771307858364318
514,0.508881455604058
515,0.5416130454171633
516,0.6756792809092572
517,0.4507601437025627
518,0.7739223246955766
519,0.6641068095855674
520,0.41925204107648456
521,0.6464530236067288
522,0.7750027743159147
523,0.5097926217515791
524,0.6846725275684306
525,0.6726109728067474
526,0.6343737195643662
527,0.6128642527367586
528,0.587476580835988
529,0.691362864649055
530,0.5042518292028952
531,1.1155302023531708
532,0.6112764168647169
533,0.5793852365493206
534,0.5718623361272991
535,0.8015299574722707
536,0.6976299421518256
537,0.4648332825311656
538,0.2582084824236298
539,0.9872807081409647
540,0.7064931818769403
541,0.6066834437796703
542,0.7651433804047523
543,0.9424767927646426
544,0.5584078790376337
545,0.6828529483026602
546,0.6223381039832016
547,0.6101311113287875
548,0.7864520240471693
549,0.6920967830468543
550,0.8886398757646053
551,0.8387176064488804
552,0.6164734243083276
553,0.7405255382147722
554,0.3799925959490579
555,0.40742911532193826
556,1.1465658117241802
557,0.6618702542986092
